Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access
ELEC,Fairfield Inn & Suites by Marriott Moses Lake - Tesla Destination,2380 S Maiers Rd,,Moses Lake,WA,98837,,509-765-0500  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,47.103231,-119.251047,2020-11-03,116104,2021-03-11 23:22:17 UTC,P,,,2017-05-05,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Adytum Sanctuary - Tesla Destination,186 Skyview Dr,,Mossyrock,WA,98564,,360-790-2011  877-798-3752,E,,Public,24 hours daily; see front desk for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,46.544781,-122.510619,2020-11-03,116105,2021-03-11 23:22:17 UTC,P,,,2017-09-01,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Hobuck Beach  Resort - Tesla Destination,2726 Makah Passage,,Neah Bay,WA,98357,,360-645-2339  877-798-3752,E,,Public,24 hours daily; for customer use only,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,48.340037081347205,-124.66353976322938,2020-11-03,116106,2021-03-11 23:22:17 UTC,P,,,2015-10-01,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Hobuck Beach Resort  RV Camping - Tesla Destination,3346 Makah Passage,,Neah Bay,WA,98357,,360-645-2339  877-798-3752,E,,Public,24 hours daily; for customer use only,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,48.33322633750836,-124.6597788994751,2020-11-03,116107,2021-03-11 23:22:17 UTC,P,,,2015-11-01,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Swantown Inn & Spa - Tesla Destination,1431 11th Ave SE,,Olympia,WA,98501,,360-753-9123  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,47.039005,-122.882307,2020-11-03,116108,2021-03-11 23:22:17 UTC,P,,,2016-02-01,,,,,J1772 TESLA,US,,,,Public,,public,,,INN,,,,,,,Free,,,,,,,,,,
ELEC,Hotel RL by Red Lion - Tesla Destination,2300 Evergreen Park Dr SW,,Olympia,WA,98502,,360-943-4000  877-798-3752,E,,Public,24 hours daily; for customer use only,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,47.027314,-122.913355,2020-11-03,116109,2021-03-11 23:22:17 UTC,P,,,2016-08-15,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Veranda Beach Resort - Tesla Destination,299 Eastlake Rd,,Oroville,WA,98844,,509-476-4000  877-798-3752,E,,Public - Call ahead,24 hours daily; for customer use only,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,48.98807,-119.42111,2020-11-03,116110,2021-03-11 23:22:17 UTC,P,,,2017-09-01,,,,,J1772 TESLA,US,,,,Public - Appeler à l'avance,,public,CALL,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Red Lion Hotel Pasco - Tesla Destination,2525 North 20th Ave,,Pasco,WA,99301,,509-547-0701  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,46.250777,-119.116704,2020-11-03,116111,2021-03-11 23:22:17 UTC,P,,,2016-03-01,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Camaraderie Cellars - Tesla Destination,334 Benson Rd,,Port Angeles,WA,98363,,360-417-3564  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,48.100859,-123.477344,2020-11-03,116112,2021-03-11 23:22:17 UTC,P,,,2017-09-01,,,,,J1772 TESLA,US,,,,Public,,public,,,BREWERY_DISTILLERY_WINERY,,,,,,,Free,,,,,,,,,,
ELEC,Colette's Bed and Breakfast - Tesla Destination,339 Finn Hall Rd,,Port Angeles,WA,98362,,360-457-9197  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,48.115112,-123.26831,2020-11-03,116113,2021-03-11 23:22:17 UTC,P,,,2015-10-01,,,,,TESLA,US,,,,Public,,public,,,B_AND_B,,,,,,,Free,,,,,,,,,,
ELEC,"George Washington Inn, a Select Registry Property - Tesla Destination",939 Finn Hall Rd,,Port Angeles,WA,98362,,360-452-5207  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,48.114711,-123.255463,2020-11-03,116114,2021-03-11 23:22:17 UTC,P,,,2015-10-01,,,,,J1772 TESLA,US,,,,Public,,public,,,INN,,,,,,,Free,,,,,,,,,,
ELEC,Holiday Inn Express Pullman - Tesla Destination,1190 SE Bishop Blvd,,Pullman,WA,99163,,509-334-4437  877-798-3752,E,,Public,24 hours daily; see front desk for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,46.716046,-117.165781,2020-11-03,116115,2021-03-11 23:22:17 UTC,P,,,2016-03-01,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Hampton Inn and Suites Puyallup - Tesla Destination,1515 S Meridian,,Puyallup,WA,98371,,253-770-8880  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,47.177152,-122.293198,2020-11-03,116116,2021-03-11 23:22:17 UTC,P,,,2017-09-01,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Cave B Estate Winery & Resort - Tesla Destination,344 Silica Rd NW,,Quincy,WA,98848,,509-787-8000  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,47.097647,-119.984624,2020-11-03,116117,2021-03-11 23:22:17 UTC,P,,,2015-11-01,,,,,J1772 TESLA,US,,,,Public,,public,,,BREWERY_DISTILLERY_WINERY,,,,,,,Free,,,,,,,,,,
ELEC,Seattle Marriott Redmond - Tesla Destination,7401 164th Ave NE,,Redmond,WA,98052,,425-498-4000  877-798-3752,E,,Public - Call ahead,24 hours daily; for customer use only,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,47.671181,-122.121739,2020-11-03,116118,2021-03-11 23:22:17 UTC,P,,,2016-01-01,,,,,J1772 TESLA,US,,,,Public - Appeler à l'avance,,public,CALL,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Homewood Suites Richland - Tesla Destination,1060 George Washington Wy,,Richland,WA,99352,,509-371-1550  877-798-3752,E,,Public,24 hours daily; see front desk for access,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,46.281441,-119.273011,2020-11-03,116119,2021-03-11 23:22:17 UTC,P,,,2017-09-01,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Hampton Inn Richland/Tri-Cities - Tesla Destination,486 Bradley Blvd,,Richland,WA,99352,,509-943-4400  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,46.271502,-119.270271,2020-11-03,116120,2021-03-11 23:22:17 UTC,P,,,2017-09-01,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Thompson Seattle - Tesla Destination,100 Stewart St,,Seattle,WA,98101,,206-623-4600  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,47.610439,-122.341484,2020-11-03,116121,2021-03-11 23:22:17 UTC,P,,,2017-03-01,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Hotel 1000 - Tesla Destination,1000 1st Ave,,Seattle,WA,98104,,206-957-1000  877-798-3752,E,,Public,24 hours daily; for customer use only; see valet for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,47.605051,-122.336105,2020-11-03,116122,2021-03-11 23:22:17 UTC,P,,,2016-05-01,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Motif Seattle - Tesla Destination,1415  5th Ave,,Seattle,WA,98101,,206-971-8000  877-798-3752,E,,Public - Call ahead,24 hours daily; for customer use only,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,47.61002,-122.33542,2020-11-03,116123,2021-03-11 23:22:17 UTC,P,,,2015-10-01,,,,,J1772 TESLA,US,,,,Public - Appeler à l'avance,,public,CALL,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Hotel Theodore - Tesla Destination,1531  7th Ave,,Seattle,WA,98101,,206-621-1200  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,47.612293,-122.334423,2020-11-03,116124,2021-03-11 23:22:17 UTC,P,,,2018-11-01,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Cedarbrook Lodge - Tesla Destination,18525 36th Ave S,,Seattle,WA,98188,,206-901-9268  877-798-3752,E,,Public,24 hours daily; for customer use only; see valet for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,47.436906,-122.288434,2020-11-03,116125,2021-03-11 23:22:17 UTC,P,,,2015-12-01,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Seattle Marriott Waterfront - Tesla Destination,2100 Alaskan Way,,Seattle,WA,98121,,206-443-5000  877-798-3752,E,,Public,24 hours daily; for customer use only; see valet for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,47.610669,-122.346572,2020-11-03,116126,2021-03-11 23:22:17 UTC,P,,,2015-10-01,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Bedrooms & More - Tesla Destination,324 NE 45th St,,Seattle,WA,98105,,206-633-4494  877-798-3752,E,,Public,24 hours daily; for customer use only,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,47.661582,-122.32426,2020-11-03,116128,2021-03-11 23:22:17 UTC,P,,,2018-10-01,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,Free,,,,,,,,,,
ELEC,400 Fairview - Tesla Destination,400 Fairview Ave N,,Seattle,WA,98109,,623-810-4805  877-798-3752,E,,Public,24 hours daily,,,,,,6,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,47.622547,-122.333912,2020-11-03,116129,2021-03-11 23:22:17 UTC,P,,,2016-01-01,,,,,J1772 TESLA,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,Free,,,,,,,,,,
ELEC,The Fairmont Olympic Hotel - Tesla Destination,411 University St,,Seattle,WA,98101,,206-621-1700  877-798-3752,E,,Public - Call ahead,24 hours daily,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,47.608017,-122.334861,2020-11-03,116130,2021-03-11 23:22:17 UTC,P,,,2015-10-01,,,,,J1772 TESLA,US,,,,Public - Appeler à l'avance,,public,CALL,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Residence Inn by Marriott Seattle University Distric - Tesla Destination,4501  12th Ave NE,,Seattle,WA,98105,,206-322-8887  877-798-3752,E,,Public - Call ahead,24 hours daily; for customer use only,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,47.661707,-122.315765,2020-11-03,116131,2021-03-11 23:22:17 UTC,P,,,2017-09-01,,,,,TESLA,US,,,,Public - Appeler à l'avance,,public,CALL,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Hampton Inn and Suites Seattle-Downtown - Tesla Destination,500 5th Ave N,,Seattle,WA,98109,,206-282-0899  877-798-3752,E,,Public - Call ahead,24 hours daily; for customer use only,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,47.623506,-122.345644,2020-11-03,116132,2021-03-11 23:22:17 UTC,P,,,2017-09-01,,,,,TESLA,US,,,,Public - Appeler à l'avance,,public,CALL,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Four Points by Sheraton Downtown Seattle Center - Tesla Destination,601 Roy St,,Seattle,WA,98109,,206-282-2600  877-798-3752,E,,Public - Call ahead,24 hours daily; for customer use only,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,47.625122,-122.344482,2020-11-03,116133,2021-03-11 23:22:17 UTC,P,,,2017-09-01,,,,,TESLA,US,,,,Public - Appeler à l'avance,,public,CALL,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Hotel Max - Tesla Destination,620 Stewart St,,Seattle,WA,98101,,866-986-8087  877-798-3752,E,,Public,24 hours daily; for customer use only; see valet for access,,,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,47.614216,-122.336606,2020-11-03,116134,2021-03-11 23:22:17 UTC,P,,,2015-12-01,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Shafer Baillie Mansion Bed & Breakfast - Tesla Destination,907 14th Ave E,,Seattle,WA,98112,,206-322-4654  877-798-3752,E,,Public - Call ahead,24 hours daily; for customer use only,,,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,47.627028,-122.314916,2020-11-03,116135,2021-03-11 23:22:17 UTC,P,,,2015-11-01,,,,,TESLA,US,,,,Public - Appeler à l'avance,,public,CALL,,B_AND_B,,,,,,,Free,,,,,,,,,,
ELEC,Four Seasons Hotel Seattle - Tesla Destination,99 Union St,,Seattle,WA,98101,,206-749-7000  877-798-3752,E,,Public,24 hours daily; for customer use only; see valet for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,47.607379,-122.339155,2020-11-03,116136,2021-03-11 23:22:17 UTC,P,,,2015-12-01,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Shelburne Inn Restaurant & Pub - Tesla Destination,4415 Pacific Way,,Seaview,WA,98644,,360-642-2442  877-798-3752,E,,Public - Call ahead,24 hours daily; for customer use only,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,46.334798,-124.055076,2020-11-03,116137,2021-03-11 23:22:17 UTC,P,,,2015-12-11,,,,,J1772 TESLA,US,,,,Public - Appeler à l'avance,,public,CALL,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Lost Mountain Lodge - Tesla Destination,303 Sunny View Dr,,Sequim,WA,98382,,360-683-2431  877-798-3752,E,,Public - Call ahead,24 hours daily; for customer use only,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,48.062316,-123.168212,2020-11-03,116138,2021-03-11 23:22:17 UTC,P,,,2017-09-01,,,,,TESLA,US,,,,Public - Appeler à l'avance,,public,CALL,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,GreenHouse Inn by the Bay - Tesla Destination,630 Marine Dr,,Sequim,WA,98382,,360-504-2489  877-798-3752,E,,Public,24 hours daily; for customer use only,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,48.148748,-123.153244,2020-11-03,116139,2021-03-11 23:22:17 UTC,P,,,2017-03-01,,,,,TESLA,US,,,,Public,,public,,,INN,,,,,,,Free,,,,,,,,,,
ELEC,Snoqualmie Casino - Tesla Destination,37500 SE N Bend Wy,,Snoqualmie,WA,98065,,425-888-1234  877-798-3752,E,,Public,24 hours daily; for customer use only,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,47.516794,-121.840364,2020-11-03,116141,2021-03-11 23:22:17 UTC,P,,,2018-11-01,,,,,TESLA,US,,,,Public,,public,,,OTHER_ENTERTAINMENT,,,,,,,Free,,,,,,,,,,
ELEC,The Davenport Hotel - Tesla Destination,10 S Post St,,Spokane,WA,99201,,800-899-1482  877-798-3752,E,,Public,24 hours daily; for customer use only; see valet for access,,,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,47.656878,-117.424256,2020-11-03,116142,2021-03-11 23:22:17 UTC,P,,,2015-11-01,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,The Davenport Tower - Tesla Destination,111 Post St,,Spokane,WA,99201,,800-899-1482  877-798-3752,E,,Public,24 hours daily; for customer use only; see valet for access,,,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,47.656255,-117.422986,2020-11-03,116143,2021-03-11 23:22:17 UTC,P,,,2015-12-01,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Oxford Suites Spokane - Tesla Destination,115 W North River Dr,,Spokane,WA,99201,,509-353-9000  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,47.663441,-117.412777,2020-11-03,116144,2021-03-11 23:22:17 UTC,P,,,2015-11-01,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Hampton Inn Airport Spokane - Tesla Destination,2010 S Assembly Rd,,Spokane,WA,99224,,509-747-1100  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,47.637222,-117.477034,2020-11-03,116145,2021-03-11 23:22:17 UTC,P,,,2016-01-01,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,DoubleTree by Hilton Spokane City Center - Tesla Destination,322 N Spokane Falls Ct,,Spokane,WA,99201,,509-455-9600  877-798-3752,E,,Public,24 hours daily,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,47.660571,-117.414248,2020-11-03,116146,2021-03-11 23:22:17 UTC,P,,,2016-03-01,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,The Davenport Grand Hotel - Tesla Destination,333 W Spokane Falls Blvd,,Spokane,WA,99201,,509-458-3330  877-798-3752,E,,Public,24 hours daily; see valet for access,,,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,47.659765,-117.417374,2020-11-03,116147,2021-03-11 23:22:17 UTC,P,,,2015-10-01,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,The Hotel Lusso - Tesla Destination,808 W Sprague Ave,,Spokane,WA,99201,,800-899-1482  877-798-3752,E,,Public,24 hours daily; for customer use only; see valet for access,,,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,47.65736,-117.424,2020-11-03,116148,2021-03-11 23:22:17 UTC,P,,,2015-11-01,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Hilton Garden Inn Spokane Airport - Tesla Destination,9015 W Hwy 2,,Spokane,WA,99224,,509-244-5866  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,47.642939,-117.537822,2020-11-03,116149,2021-03-11 23:22:17 UTC,P,,,2017-09-01,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Oxford Suites Spokane Valley - Tesla Destination,15015  E Indiana Ave,,Spokane Valley,WA,99216,,509-847-1000  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,47.675378,-117.206738,2020-11-03,116150,2021-03-11 23:22:17 UTC,P,,,2017-03-01,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Skamania Lodge - Tesla Destination,1131  Skamania Lodge Way,,Stevenson,WA,98648,,509-427-7700  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,8,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,45.685326,-121.905864,2020-11-03,116151,2021-03-11 23:22:17 UTC,P,,,2016-04-01,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Hotel Murano - Tesla Destination,1320 Broadway Plaza,,Tacoma,WA,98444,,253-238-8000  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,47.2499,-122.43955,2020-11-03,116152,2021-03-11 23:22:17 UTC,P,,,2015-10-01,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Best Western Plus Tacoma Dome Hotel - Tesla Destination,2611 East E St,,Tacoma,WA,98421,,253-272-7737  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,47.238612,-122.426701,2020-11-03,116153,2021-03-11 23:22:17 UTC,P,,,2015-12-01,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Alderbrook Resort & Spa - Tesla Destination,10 E Alderbrook Dr,,Union,WA,98592,,360-898-2200  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,47.347192,-123.067683,2020-11-03,116154,2021-03-11 23:22:17 UTC,P,,,2015-12-01,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Heathman Lodge - Tesla Destination,7801 NE Greenwood Dr,,Vancouver,WA,98662,,360-254-3100  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,6,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,45.65327,-122.591984,2020-11-03,116155,2021-03-11 23:22:17 UTC,P,,,2018-10-01,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Dunham Wine Cellars - Tesla Destination,150 E Boeing,,Walla Walla,WA,99362,,509-529-4685  877-798-3752,E,,Public - Call ahead,24 hours daily; for customer use only,,,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,46.089319,-118.278677,2020-11-03,116156,2021-03-11 23:22:17 UTC,P,,,2016-02-01,,,,,TESLA,US,,,,Public - Appeler à l'avance,,public,CALL,,BREWERY_DISTILLERY_WINERY,,,,,,,Free,,,,,,,,,,
ELEC,Pepper Bridge Winery - Tesla Destination,1704  J.B. George Rd,,Walla Walla,WA,99362,,509-525-6502  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,46.012334,-118.369889,2020-11-03,116157,2021-03-11 23:22:17 UTC,P,,,2015-12-01,,,,,J1772 TESLA,US,,,,Public,,public,,,BREWERY_DISTILLERY_WINERY,,,,,,,Free,,,,,,,,,,
ELEC,Inn at Abeja - Tesla Destination,2014 Mill Creek Rd,,Walla Walla,WA,99362,,509-522-1234  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,46.087373,-118.226734,2020-11-03,116158,2021-03-11 23:22:17 UTC,P,,,2015-11-01,,,,,TESLA,US,,,,Public,,public,,,INN,,,,,,,Free,,,,,,,,,,
ELEC,Amavi Cellars - Tesla Destination,3796 Peppers Bridge Rd,,Walla Walla,WA,99362,,509-525-3541  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,46.016072,-118.385963,2020-11-03,116159,2021-03-11 23:22:17 UTC,P,,,2015-10-01,,,,,J1772 TESLA,US,,,,Public,,public,,,BREWERY_DISTILLERY_WINERY,,,,,,,Free,,,,,,,,,,
ELEC,Marcus Whitman Hotel - Tesla Destination,6 W Rose St,,Walla Walla,WA,99362,,509-525-2200  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,46.067801,-118.341422,2020-11-03,116160,2021-03-11 23:22:17 UTC,P,,,2016-12-15,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Corvus Cellars - Tesla Destination,760 C St,,Walla Walla,WA,99362,,509-241-0318  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,46.085975,-118.278024,2020-11-03,116161,2021-03-11 23:22:17 UTC,P,,,2015-11-01,,,,,TESLA,US,,,,Public,,public,,,BREWERY_DISTILLERY_WINERY,,,,,,,Free,,,,,,,,,,
ELEC,Warm Springs Inn & Winery - Tesla Destination,1611 Love Ln,,Wenatchee,WA,98801,,509-662-5683  877-798-3752,E,,Public - Call ahead,24 hours daily; for customer use only,,,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,47.47487,-120.376005,2020-11-03,116162,2021-03-11 23:22:17 UTC,P,,,2015-12-01,,,,,TESLA,US,,,,Public - Appeler à l'avance,,public,CALL,,BREWERY_DISTILLERY_WINERY,,,,,,,Free,,,,,,,,,,
ELEC,Cranberry Road Winery - Tesla Destination,2858 S Forrest St,,Westport,WA,98595,,360-268-7082  877-798-3752,E,,Public,24 hours daily,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,46.860034,-124.107732,2020-11-03,116163,2021-03-11 23:22:17 UTC,P,,,2017-03-01,,,,,TESLA,US,,,,Public,,public,,,BREWERY_DISTILLERY_WINERY,,,,,,,Free,,,,,,,,,,
ELEC,Sun Mountain Lodge - Tesla Destination,604 Patterson Lake Rd,,Winthrop,WA,98862,,509-996-2211  877-798-3752,E,,Public,24 hours daily; see front desk for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,48.476863,-120.255895,2020-11-03,116164,2021-03-11 23:22:17 UTC,P,,,2016-03-01,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
