Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access
ELEC,Rapidpark 210 W 102nd Street - Tesla Destination,210 W 102st St,,New York,NY,10025,,212-864-8605  877-798-3752,E,,Public,24 hours daily; see valet for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.797961,-73.968389,2020-11-03,115051,2021-03-11 23:22:17 UTC,P,,,2017-09-01,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,
ELEC,Champion Parking 74 LLC - Tesla Destination,2109  Broadway,,New York,NY,10023,,212-874-9315  877-798-3752,E,,Public,24 hours daily; see valet for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.780143,-73.98221,2020-11-03,115052,2021-03-11 23:22:17 UTC,P,,,2018-11-01,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,
ELEC,GGMC Parking Seven Eleven (Located at 217 E 44th St) - Tesla Destination,217 E 44th St,,New York,NY,10017,,212-661-0850  877-798-3752,E,,Public,24 hours daily; see valet for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.752004,-73.972808,2020-11-03,115053,2021-03-11 23:22:17 UTC,P,,,2016-01-01,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,
ELEC,Icon Parking 220 Riverside Blvd - Tesla Destination,220 Riverside Blvd,,New York,NY,10024,,212-501-0016  877-798-3752,E,,Public,24 hours daily; see valet for access,,,,,,6,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.77975,-73.987272,2020-11-03,115054,2021-03-11 23:22:17 UTC,P,,,2016-01-01,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,
ELEC,iPark 200 West Garage Corp. - Tesla Destination,220 W 26th St,,New York,NY,10001,,646-486-2148  877-798-3752,E,,Public,24 hours daily; pay lot; see valet for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.746142,-73.995221,2020-11-03,115055,2021-03-11 23:22:17 UTC,P,,,2018-11-01,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,
ELEC,Parkit 221 Thompson Street - Tesla Destination,221  Thompson St,,New York,NY,10012,,212-929-9404  877-798-3752,E,,Public,24 hours daily; see valet for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.729372,-73.999217,2020-11-03,115056,2021-03-11 23:22:17 UTC,P,,,2016-01-01,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,
ELEC,Icon Parking 225 W 83 Street - Tesla Destination,225  W 83rd St,,New York,NY,10024,,212-874-9934  877-798-3752,E,,Public,24 hours daily; see valet for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.786371,-73.977357,2020-11-03,115058,2021-03-11 23:22:17 UTC,P,,,2016-05-01,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,
ELEC,Quik Park Broadway Garage LLC - Tesla Destination,225-251  W 56th St,,New York,NY,10019,,212-974-6147  877-798-3752,E,,Public,24 hours daily; for customer use only; see valet for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.765735,-73.982101,2020-11-03,115059,2021-03-11 23:22:17 UTC,P,,,2018-11-01,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,
ELEC,GGMC Yorkville Car Park - Tesla Destination,230 E 92nd St,,New York,NY,10128,,212-410-2184  877-798-3752,E,,Public,24 hours daily; for customer use only; see valet for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.782163,-73.95059,2020-11-03,115060,2021-03-11 23:22:17 UTC,P,,,2017-03-01,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,
ELEC,Champion Parking 230 W 55th Street - Tesla Destination,230 W 55th St,,New York,NY,10019,,646-402-6984  877-798-3752,E,,Public,24 hours daily; see valet for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.764693,-73.982708,2020-11-03,115061,2021-03-11 23:22:17 UTC,P,,,2016-01-01,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,
ELEC,Icon Parking 237 West Thames - Tesla Destination,237 W Thames,,New York,NY,10280,,212-786-4796  877-798-3752,E,,Public,24 hours daily; see valet for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.708465,-74.016762,2020-11-03,115062,2021-03-11 23:22:17 UTC,P,,,2018-11-01,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,
ELEC,Icon 299 Peal Street Seaport Parking - Tesla Destination,238 Pearl St,,New York,NY,10069,,212-227-2215  877-798-3752,E,,Public,24 hours daily; see valet for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.70736,-74.004989,2020-11-03,115063,2021-03-11 23:22:17 UTC,P,,,2016-08-15,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,
ELEC,iPark 245 East 63rd Street - Tesla Destination,245 East 63rd St,,New York,NY,10025,,212-752-0485  877-798-3752,E,,Public,24 hours daily; see valet for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.763562,-73.963079,2020-11-03,115065,2021-03-11 23:22:17 UTC,P,,,2018-11-01,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,
ELEC,GGMC Ruppert Car Park - Tesla Destination,245 E 90th St,,New York,NY,10128,,212-722-0188  877-798-3752,E,,Public,24 hours daily; pay lot; see valet for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.780918,-73.950526,2020-11-03,115066,2021-03-11 23:22:17 UTC,P,,,2018-11-01,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,
ELEC,iPark NYC 246 E 45 Street - Tesla Destination,246  E 45th St,,New York,NY,10017,,212-599-8658  877-798-3752,E,,Public,24 hours daily; see valet for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.751676,-73.971144,2020-11-03,115067,2021-03-11 23:22:17 UTC,P,,,2016-06-01,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,
ELEC,iPark NYC 250 West Parking - Tesla Destination,250  W 19th St,,New York,NY,10011,,212-627-1704  877-798-3752,E,,Public,24 hours daily; for customer use only; see valet for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.742179,-73.999226,2020-11-03,115068,2021-03-11 23:22:17 UTC,P,,,2015-03-01,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,
ELEC,Quik Park Columbia Garage LLC - Tesla Destination,250 W. 97th St,,New York,NY,10025,,212-864-9352  877-798-3752,E,,Public,24 hours daily; see valet for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.795279,-73.971688,2020-11-03,115069,2021-03-11 23:22:17 UTC,P,,,2016-01-01,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,
ELEC,Quik Park 40 Riverside Blvd - Tesla Destination,251 W 62nd St,,New York,NY,10282,,212-247-9899  877-798-3752,E,,Public,24 hours daily; see valet for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.773464,-73.989532,2020-11-03,115070,2021-03-11 23:22:17 UTC,P,,,2016-08-15,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,
ELEC,Rapidpark 25-27 Beekman Street - Tesla Destination,25-27 Beekman St,,New York,NY,10038,,212-766-0871  877-798-3752,E,,Public,24 hours daily; see valet for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.710628,-74.006186,2020-11-03,115071,2021-03-11 23:22:17 UTC,P,,,2017-09-01,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,
ELEC,Rapidpark 254 W 79th Street - Tesla Destination,254 W 79th St,,New York,NY,10024,,212-580-1876  877-798-3752,E,,Public,24 hours daily; see valet for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.78386,-73.980521,2020-11-03,115072,2021-03-11 23:22:17 UTC,P,,,2017-09-01,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,
ELEC,MPG 266 E 97 St - Tesla Destination,266 E 97th St,,New York,NY,10021,,212-410-5270  877-798-3752,E,,Public,24 hours daily; see valet for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.784771,-73.946728,2020-11-03,115073,2021-03-11 23:22:17 UTC,P,,,2017-09-01,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,
ELEC,Parkit 27 N Moore Street - Tesla Destination,27  N Moore St,,New York,NY,10013,,212-929-9404  877-798-3752,E,,Public,24 hours daily; see valet for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.720215,-74.007465,2020-11-03,115074,2021-03-11 23:22:17 UTC,P,,,2016-01-01,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,
ELEC,iPark 455 Central Park West - Tesla Destination,27  W 105th St,,New York,NY,10025,,212-666-7246  877-798-3752,E,,Public,24 hours daily; see valet for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.797875,-73.961228,2020-11-03,115075,2021-03-11 23:22:17 UTC,P,,,2016-08-15,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,
ELEC,Standard Parking 270 Greenwich - Tesla Destination,270 Greenwich St,,New York,NY,10007,,800-836-6666  877-798-3752,E,,Public,24 hours daily; pay lot; see valet for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.715543,-74.011435,2020-11-03,115076,2021-03-11 23:22:17 UTC,P,,,2018-11-01,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,
ELEC,Icon Parking 279 East 65th Street - Tesla Destination,279 E 65th St,,New York,NY,10065,,212-644-7413  877-798-3752,E,,Public,24 hours daily; pay lot; see valet for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.764758,-73.962042,2020-11-03,115077,2021-03-11 23:22:17 UTC,P,,,2018-11-01,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,
ELEC,ABM Parking Services 285 W 50th Street LLC - Tesla Destination,285 W 50th St,,New York,NY,10019,,212-757-6500  877-798-3752,E,,Public,24 hours daily; see valet for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.762337,-73.985727,2020-11-03,115078,2021-03-11 23:22:17 UTC,P,,,2016-01-01,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,
ELEC,Parkright 39 E 29th Street - Tesla Destination,29 East 29th St,,New York,NY,10016,,212-247-7303  877-798-3752,E,,Public,24 hours daily; see valet for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.744551,-73.984535,2020-11-03,115079,2021-03-11 23:22:17 UTC,P,,,2016-01-01,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,iPark 3 E 67th Street - Tesla Destination,3 E 67th St,,New York,NY,10065,,212-650-0996  877-798-3752,E,,Public,24 hours daily; see valet for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.769386,-73.969137,2020-11-03,115080,2021-03-11 23:22:17 UTC,P,,,2017-03-01,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,
ELEC,Icon Parking 30 W 63rd St - Tesla Destination,30 W 63rd St,,New York,NY,10023,,212-586-1660  877-798-3752,E,,Public,24 hours daily; see valet for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.770769,-73.981573,2020-11-03,115081,2021-03-11 23:22:17 UTC,P,,,2016-11-01,,,,,TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,
ELEC,GGMC Parking Connaught - Tesla Destination,300  E 54th St,,New York,NY,10022,,212-223-4891  877-798-3752,E,,Public,24 hours daily; see valet for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.756956,-73.966399,2020-11-03,115082,2021-03-11 23:22:17 UTC,P,,,2017-03-01,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,
ELEC,Icon Parking 300 E 59th Street - Tesla Destination,300 E 59th St,,New York,NY,10022,,212-980-0215  877-798-3752,E,,Public,24 hours daily; see front desk for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.760421,-73.964418,2020-11-03,115083,2021-03-11 23:22:17 UTC,P,,,2016-05-01,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,
ELEC,GGMC Parking E 74th Street - Tesla Destination,300  E 74th St,,New York,NY,10021,,212-988-8026  877-798-3752,E,,Public,24 hours daily; see valet for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.769925,-73.957476,2020-11-03,115084,2021-03-11 23:22:17 UTC,P,,,2017-03-01,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,
ELEC,Parkright 300 E 77th St - Tesla Destination,300 East 77th St,,New York,NY,10075,,212-247-7303  877-798-3752,E,,Public,24 hours daily; see valet for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.771689,-73.955816,2020-11-03,115085,2021-03-11 23:22:17 UTC,P,,,2016-01-01,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Icon Parking 301 E 57 Street - Tesla Destination,301 E 57th St,,New York,NY,10022,,212-755-6223  877-798-3752,E,,Public,24 hours daily; see valet for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.759484,-73.965206,2020-11-03,115086,2021-03-11 23:22:17 UTC,P,,,2016-05-01,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,
ELEC,Parkit 301 E 64th - Tesla Destination,301 E 64th St,,New York,NY,10065,,212-929-9404  877-798-3752,E,,Public,24 hours daily; see valet for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.76389,-73.961892,2020-11-03,115087,2021-03-11 23:22:17 UTC,P,,,2016-01-01,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,
ELEC,Icon Parking 308 Greenwich - Tesla Destination,308 Greenwich St,,New York,NY,10013,,212-227-6940  877-798-3752,E,,Public,24 hours daily; see valet for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.717568,-74.011042,2020-11-03,115088,2021-03-11 23:22:17 UTC,P,,,2016-05-01,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Parkit 310 E 11th Street - Tesla Destination,310  E 11th St,,New York,NY,10003,,212-475-5262  877-798-3752,E,,Public,24 hours daily; see valet for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.729871,-73.98568,2020-11-03,115089,2021-03-11 23:22:17 UTC,P,,,2017-03-01,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,
ELEC,Waldorf Astoria New York - Tesla Destination,310 Park Ave,,New York,NY,10022,,212-355-3000  877-798-3752,E,,Public,24 hours daily; for customer use only; see valet for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.757047,-73.974455,2020-11-03,115090,2021-03-11 23:22:17 UTC,P,,,2018-11-01,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Quik Park 311 West Broadway LLC - Tesla Destination,311 W Broadway,,New York,NY,10013,,212-925-2539  877-798-3752,E,,Public,24 hours daily; see valet for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.721638,-74.003781,2020-11-03,115091,2021-03-11 23:22:17 UTC,P,,,2016-01-01,,,,,TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,
ELEC,Icon Parking 322 23rd Street - Tesla Destination,318-322  E 23rd St,,New York,NY,10010,,212-674-2918  877-798-3752,E,,Public,24 hours daily; pay lot; see valet for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.737362,-73.980167,2020-11-03,115092,2021-03-11 23:22:17 UTC,P,,,2018-11-01,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,
ELEC,Quik Park 32 Debrosses LLC - Tesla Destination,32 Debrosses St,,New York,NY,10013,,212-842-0069  877-798-3752,E,,Public,24 hours daily; see valet for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.723702,-74.010335,2020-11-03,115093,2021-03-11 23:22:17 UTC,P,,,2016-01-01,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,
ELEC,Glenwood Belmont Parking - Tesla Destination,320 E 46th St,,New York,NY,10021,,212-599-9495  877-798-3752,E,,Public,24 hours daily; see valet for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.751784,-73.969463,2020-11-03,115094,2021-03-11 23:22:17 UTC,P,,,2018-11-01,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,
ELEC,Champion Parking W 57th Street - Tesla Destination,320 W 57th St,,New York,NY,10019,,212-308-5959  877-798-3752,E,,Public,24 hours daily; see valet for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.767194,-73.984544,2020-11-03,115095,2021-03-11 23:22:17 UTC,P,,,2016-01-01,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,
ELEC,GGMC Parking 8 E 33rd St Garage - Tesla Destination,325  East 5th Ave,,New York,NY,10016,,212-725-4102  877-798-3752,E,,Public,24 hours daily; see valet for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.74733,-73.984857,2020-11-03,115096,2021-03-11 23:22:17 UTC,P,,,2016-01-01,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,
ELEC,Icon Parking E 48th Street - Tesla Destination,329 E 48th St,,New York,NY,10017,,877-727-5464  877-798-3752,E,,Public,24 hours daily; see valet for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.75323,-73.96799,2020-11-03,115097,2021-03-11 23:22:17 UTC,P,,,2016-01-01,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,
ELEC,Icon Parking 330 E 39th Street - Tesla Destination,330  E 39th St,,New York,NY,10016,,212-599-8670  877-798-3752,E,,Public,24 hours daily; see valet for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.747123,-73.972257,2020-11-03,115098,2021-03-11 23:22:17 UTC,P,,,2016-06-01,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,
ELEC,Icon Parking 330 W 58th Street - Tesla Destination,330  W 58th St,,New York,NY,10019,,212-245-9634  877-798-3752,E,,Public,24 hours daily; see valet for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.767725,-73.983646,2020-11-03,115099,2021-03-11 23:22:17 UTC,P,,,2016-01-01,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,
ELEC,Apple Parking 332 W 11th Street - Tesla Destination,332 W 11th St,,New York,NY,10014,,212-741-9079  877-798-3752,E,,Public - Call ahead,24 hours daily,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.735404,-74.007717,2020-11-03,115100,2021-03-11 23:22:17 UTC,P,,,2017-03-01,,,,,TESLA,US,,,,Public - Appeler à l'avance,,public,CALL,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,
ELEC,iPark NYC 333 E 38th NYU - Tesla Destination,333 E 38th St,,New York,NY,10016,,855-472-7569  877-798-3752,E,,Public,24 hours daily; for customer use only; see valet for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.746891,-73.972547,2020-11-03,115101,2021-03-11 23:22:17 UTC,P,,,2016-03-01,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,
ELEC,Standard Parking Gateway Plaza Garage - Tesla Destination,339 South End Ave,,New York,NY,10280,,800-836-6666  877-798-3752,E,,Public,24 hours daily; for customer use only; see valet for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.710652,-74.016396,2020-11-03,115102,2021-03-11 23:22:17 UTC,P,,,2017-09-01,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,
ELEC,MPG 340 East 93rd - Tesla Destination,340 E 93rd St,,New York,NY,10128,,212-490-3460  877-798-3752,E,,Public,24 hours daily; see valet for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.781375,-73.946721,2020-11-03,115103,2021-03-11 23:22:17 UTC,P,,,2018-11-01,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,
ELEC,Rapidpark 340 94th Street - Tesla Destination,340 E 94th St,,New York,NY,10128,,212-369-8681  877-798-3752,E,,Public - Call ahead,24 hours daily,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.781961,-73.946209,2020-11-03,115104,2021-03-11 23:22:17 UTC,P,,,2016-01-01,,,,,J1772 TESLA,US,,,,Public - Appeler à l'avance,,public,CALL,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,
ELEC,iPark NYC 345 East Garage - Tesla Destination,345 East 80th St,,New York,NY,10075,,855-472-7569  877-798-3752,E,,Public,24 hours daily; see valet for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.773471,-73.952304,2020-11-03,115105,2021-03-11 23:22:17 UTC,P,,,2016-01-01,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,
ELEC,Rapidpark 35 E 75th Street - Tesla Destination,35  E 75th St,,New York,NY,10021,,917-675-6906  877-798-3752,E,,Public,24 hours daily; see valet for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.773815,-73.963696,2020-11-03,115106,2021-03-11 23:22:17 UTC,P,,,2017-09-01,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,
ELEC,"The Carlyle Hotel, A Rosewood Hotel - Tesla Destination",35  E 76th St,,New York,NY,10021,,212-744-1600  877-798-3752,E,,Public,24 hours daily; for customer use only; see valet for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.774308,-73.963182,2020-11-03,115107,2021-03-11 23:22:17 UTC,P,,,2016-01-01,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Quik Park 82nd Street LLC - Tesla Destination,350 E. 82nd St,,New York,NY,10028,,212-352-0514  877-798-3752,E,,Public,24 hours daily; for customer use only; see valet for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.774316,-73.951909,2020-11-03,115108,2021-03-11 23:22:17 UTC,P,,,2016-01-01,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,
ELEC,GGMC Parking 350 W 43rd Street Garage - Tesla Destination,350 West 43rd St,,New York,NY,10036,,212-315-1646  877-798-3752,E,,Public,24 hours daily; see valet for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.758503,-73.991285,2020-11-03,115109,2021-03-11 23:22:17 UTC,P,,,2016-01-01,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,
ELEC,Rapidpark 351 East 83rd - Tesla Destination,351  E 83rd,,New York,NY,10028,,212-265-7854  877-798-3752,E,,Public,24 hours daily; see valet for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.775208,-73.950978,2020-11-03,115110,2021-03-11 23:22:17 UTC,P,,,2018-11-01,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,
ELEC,Icon Parking 35-39 East 61st Street - Tesla Destination,35-39  E 61st St,,New York,NY,10021,,212-980-3057  877-798-3752,E,,Public,24 hours daily; pay lot; see valet for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.764876,-73.970102,2020-11-03,115111,2021-03-11 23:22:17 UTC,P,,,2016-11-01,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,
ELEC,Icon 376 Greenwich Street - Tesla Destination,376 Greenwich St,,New York,NY,10013,,212-227-7035  877-798-3752,E,,Public,24 hours daily; for customer use only; see valet for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.719814,-74.010394,2020-11-03,115112,2021-03-11 23:22:17 UTC,P,,,2017-09-01,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,
