Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access
ELEC,729 N North Spring St,729 N Spring St,,Los Angeles,CA,90012,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.06047003,-118.23768996,2021-08-04,152941,2021-08-04 01:25:30 UTC,,,,2020-01-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,8624 S Wilton Pl,8624 S Wilton Pl,,Los Angeles,CA,90047,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,33.95969079,-118.314947,2021-08-04,152942,2021-08-04 01:25:30 UTC,,,,2020-01-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,11118 S Main St,11118 S Main St,,Los Angeles,CA,90061,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,33.93446566,-118.273781,2021-08-04,152943,2021-08-04 01:25:30 UTC,,,,2020-01-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,7150 N Shoup Ave,7150 N Shoup Ave,,Los Angeles,CA,91307,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.20002964,-118.6145418,2021-08-04,152944,2021-08-04 01:25:30 UTC,,,,2020-01-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,19054 N Kittridge St,19054 N Kittridge St,,Los Angeles,CA,91335,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.19015938,-118.5481514,2021-08-04,152945,2021-08-04 01:25:30 UTC,,,,2020-01-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,651 W 1st,651 W 1st,,Los Angeles,CA,90012,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.056143,-118.249264,2021-08-04,152946,2021-08-04 01:25:30 UTC,,,,2020-01-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,4977 N Genesta Ave,4977 N Genesta Ave,,Los Angeles,CA,91316,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.16129326,-118.5033223,2021-08-04,152947,2021-08-04 01:25:30 UTC,,,,2020-01-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,6510 Forest Lawn Drive,6510 Forest Lawn Drive,,Los Angeles,CA,90068,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.14658529,-118.3334385,2021-08-04,152949,2021-08-04 01:25:30 UTC,,,,2020-01-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,1109 South La Brea Ave,1109 South La Brea Ave,,Los Angeles,CA,90019,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.054671,-118.343901,2021-08-04,152950,2021-08-04 01:25:30 UTC,,,,2020-01-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,8334 Lincoln Blvd,8334 Lincoln Blvd,,Los Angeles,CA,90045,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,33.961997,-118.420978,2021-08-04,152951,2021-08-04 01:25:30 UTC,,,,2020-01-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,616 W Washington Blvd,616 W Washington Blvd,,Los Angeles,CA,90015,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.0345439,-118.2726581,2021-08-04,152952,2021-08-04 01:25:30 UTC,,,,2020-01-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,12412 W Moorpark St,12412 W Moorpark St,,Los Angeles,CA,91604,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.1502771,-118.4035165,2021-08-04,152953,2021-08-04 01:25:30 UTC,,,,2020-01-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,6646 W Sunset Blvd,6646 W Sunset Blvd,,Los Angeles,CA,90028,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.09787491,-118.334812,2021-08-04,152954,2021-08-04 01:25:30 UTC,,,,2020-01-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,12387 W Osborne St,12387 W Osborne St,,Pacoima,CA,91331,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.25927409,-118.4032188,2021-08-04,152955,2021-08-04 01:25:30 UTC,,,,2020-01-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,290 N Mission Road,290 N Mission Road,,Los Angeles,CA,90033,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.05064928,-118.2271691,2021-08-04,152956,2021-08-04 01:25:30 UTC,,,,2020-01-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,20321 W Saticoy St,20321 W Saticoy St,,Los Angeles,CA,91306,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.20840456,-118.5761454,2021-08-04,152957,2021-08-04 01:25:30 UTC,,,,2020-01-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,2843 S Flower St,2843 S Flower St,,Los Angeles,CA,90007,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.02571103,-118.2760877,2021-08-04,152960,2021-08-04 01:25:30 UTC,,,,2020-01-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,8843 S St Andrews Pl,1853 88th Place,,Los Angeles,CA,90047,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,33.957306,-118.31125,2021-08-04,152961,2021-08-04 01:25:30 UTC,,,,2020-01-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,18401-18435 Kittridge St,18401-18435 Kittridge St,,Reseda,CA,91335,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.190213,-118.534513,2021-08-04,152962,2021-08-04 01:25:30 UTC,,,,2020-01-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,10478 W Wilshire Blvd,10490 W Wilshire Blvd,,Los Angeles,CA,90024,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.0649046,-118.4314404,2021-08-04,152963,2021-08-04 01:25:30 UTC,,,,2020-01-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,5160 Vineland Avenue,5160 Vineland Avenue,,North Hollywood,CA,91601,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.164058,-118.3701675,2021-08-04,152964,2021-08-04 01:25:30 UTC,,,,2020-01-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,3145 S Vermont Ave,3145 S Vermont Ave,,Los Angeles,CA,90007,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.02623963,-118.291681,2021-08-04,152965,2021-08-04 01:25:30 UTC,,,,2020-01-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,6813 N Hayvenhurst Ave,6813 N Hayvenhurst Ave,,Lake Balboa,CA,91406,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.19392,-118.492425,2021-08-04,152966,2021-08-04 01:25:30 UTC,,,,2020-01-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,18235 South Figueroa St,18235 South Figueroa St,,Los Angeles,CA,90015,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,33.865573,-118.281663,2021-08-04,152967,2021-08-04 01:25:30 UTC,,,,2020-01-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,6438 N Fulton Ave,6438 N Fulton Ave,,Los Angeles,CA,91401,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.18744004,-118.4224126,2021-08-04,152968,2021-08-04 01:25:30 UTC,,,,2020-01-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,1516 N North Spring St,1516 N North Spring St,,Los Angeles,CA,90012,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.06786956,-118.2305626,2021-08-04,152969,2021-08-04 01:25:30 UTC,,,,2020-01-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,145 E Olympic Blvd,145 E Olympic Blvd,,Los Angeles,CA,90015,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.040228,-118.256492,2021-08-04,152972,2021-08-04 01:25:30 UTC,,,,2020-01-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,25825 Normandie Ave,25825 Normandie Ave,,Los Angeles,CA,90710,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,33.789363,-118.29759,2021-08-04,152973,2021-08-04 01:25:30 UTC,,,,2020-01-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,11816 W Major St,11816 W Major St,,Los Angeles,CA,90230,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,33.98459752,-118.4005399,2021-08-04,152974,2021-08-04 01:25:30 UTC,,,,2020-01-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,840 Imperial Hwy,840 Imperial hwy,,Los Angeles,CA,90044,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,33.930891,-118.290849,2021-08-04,152975,2021-08-04 01:25:30 UTC,,,,2020-01-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,18401 Burbank Blvd,18401 Burbank Blvd,,Tarzana,CA,91356,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.17208639,-118.534174,2021-08-04,152976,2021-08-04 01:25:30 UTC,,,,2020-01-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,587 S Hobart Blvd,587 S Hobart Blvd,,Los Angeles,CA,90020,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.06378981,-118.305442,2021-08-04,152978,2021-08-04 01:25:30 UTC,,,,2020-01-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,1557 W 19th St,1557 W 19th St,,Los Angeles,CA,90732,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,33.727015,-118.310288,2021-08-04,152979,2021-08-04 01:25:30 UTC,,,,2020-01-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,4712 W Washington Blvd,4712 W Washington Blvd,,Los Angeles,CA,90016,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.03972618,-118.3418078,2021-08-04,152980,2021-08-04 01:25:30 UTC,,,,2020-01-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,16501 Otsego St,16501 Otsego St,,Los Angeles,CA,91436,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.163063,-118.492409,2021-08-04,152981,2021-08-04 01:25:30 UTC,,,,2020-01-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,12518 W Oxnard St,12518 W Oxnard St,,Los Angeles,CA,91606,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.17932161,-118.4056543,2021-08-04,152983,2021-08-04 01:25:30 UTC,,,,2020-01-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,13076 W Sherman Way,13076 W Sherman Way,,Los Angeles,CA,91605,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.20108832,-118.417582,2021-08-04,152984,2021-08-04 01:25:30 UTC,,,,2020-01-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,8931 Venice Blvd,8931 Venice Blvd,,Los Angeles,CA,90034,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.028722,-118.389817,2021-08-04,152985,2021-08-04 01:25:30 UTC,,,,2020-01-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,19135 W Victory Blvd,19135 W Victory Blvd,,Los Angeles,CA,91335,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.18668295,-118.5499653,2021-08-04,152986,2021-08-04 01:25:30 UTC,,,,2020-01-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,12728 W Sherman Way,12728 W Sherman Way,,Los Angeles,CA,91605,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.2010918,-118.4101228,2021-08-04,152987,2021-08-04 01:25:30 UTC,,,,2020-01-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,5617 N Laurel Canyon Blvd,5617 N Laurel Canyon Blvd,,North Hollywood,CA,91607,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.17253949,-118.396628,2021-08-04,152988,2021-08-04 01:25:30 UTC,,,,2020-01-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,11667 W Santa Monica Blvd,11667 W Santa Monica Blvd,,Los Angeles,CA,90025,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.04414195,-118.4554299,2021-08-04,152989,2021-08-04 01:25:30 UTC,,,,2020-01-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,6765 W Foothill Blvd,6765 W Foothill Blvd,,Los Angeles,CA,91042,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.24745003,-118.2787344,2021-08-04,152990,2021-08-04 01:25:30 UTC,,,,2020-01-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,13310 W Bluff Creek Dr,13310 W Bluff Creek Dr,,Los Angeles,CA,90094,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,33.96801379,-118.426267,2021-08-04,152991,2021-08-04 01:25:30 UTC,,,,2020-01-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,576 Sycamore,576 Sycamore Drive,,Milpitas,CA,95035,,800-663-5633,E,,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,,,,5,,,SemaCharge Network,https://semaconnect.com/,GPS,37.4092325,-121.914431,2021-08-04,152999,2021-08-04 00:20:18 UTC,,,,2020-01-24,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.00-$5.00/Hr Variable Parking Fee,,,,,,,,,,
ELEC,TRANSP CENTER TRANSP. CENTER,410 E Dalton Ave,,Glendora,CA,91741,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,34.136856,-117.860846,2021-08-04,153044,2021-08-04 00:28:49 UTC,,,,2020-01-25,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Kerman Middle School,601 S First St,,Kerman,CA,93630,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,200-8,36.725653,-120.065421,2020-02-06,153111,2021-03-11 23:22:17 UTC,LG,,,2019-12-25,,,,,J1772,US,,,,Public,,public,,,SCHOOL,,,,,,,,,,,,,,,,,
ELEC,Kerman Unified School District - District Office,15218 W Whitesbridge Ave,,Kerman,CA,93630,,888-758-4389,E,,Public,7:30am-5:30 pm daily,,,,,,4,,,ChargePoint Network,http://www.chargepoint.com/,200-8,36.7351,-120.063147,2020-02-06,153112,2021-03-11 23:22:17 UTC,LG,,,2019-12-25,,,,,J1772,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,,,,,,,,,,,
ELEC,Days Inn -  Galt,1040 North Lincoln Way,,Galt,CA,95632,,800-663-5633,E,,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,,,,4,,,SemaCharge Network,https://semaconnect.com/,GPS,38.272715,-121.3041631,2021-08-04,153116,2021-08-04 00:20:18 UTC,,,,2020-01-29,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"$1.00-$2.00/Hr Variable Parking Fee, $0.15/kWh Energy Fee",,,,,,,,,,
ELEC,18099 Rinaldi street,18099 Rinaldi Street,,Los Angeles,CA,91344,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.2747403,-118.5591591,2021-08-04,153130,2021-08-04 01:25:30 UTC,,,,2020-01-29,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,7537 Balboa Blvd,7537 Balboa Blvd,,Los Angeles,CA,91406,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.20754449,-118.5012885,2021-08-04,153131,2021-08-04 01:25:30 UTC,,,,2020-01-29,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,531401 : 201 California Garage,201 California Street,,SF,CA,94111,,800-663-5633,E,,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,,,,4,,,SemaCharge Network,https://semaconnect.com/,GPS,37.7930345,-122.3990296,2021-08-04,153138,2021-08-04 00:20:18 UTC,,,,2020-01-30,,,,,J1772,US,,,,Public,,public,,,,,,,,,,FREE,,,,,,,,,,
ELEC,201 California Garage,201 California Street,,SF,CA,94111,,800-663-5633,E,,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,,,,2,,,SemaCharge Network,https://semaconnect.com/,GPS,37.7930345,-122.3990296,2021-08-04,153139,2021-08-04 00:20:18 UTC,,,,2020-01-30,,,,,J1772,US,,,,Public,,public,,,,,,,,,,FREE,,,,,,,,,,
ELEC,LADWP John Ferraro Building,111 N. Hope St,,Los Angeles,CA,90012,,855-900-7584,E,,Public,24 hours daily,,,,,,,1,,Greenlots,http://greenlots.com/,GPS,34.058953,-118.249006,2021-08-04,153164,2021-08-04 01:14:13 UTC,,,,2020-01-30,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,"Walmart 2989 - Fremont, CA",44009 Osgood Road,,Fremont,CA,94539,,833-632-2778,E,,Public,24 hours daily,,,,,,1,3,,Electrify America,https://www.electrifyamerica.com/,GPS,37.510917,-121.942163,2021-08-04,153165,2021-08-04 01:16:24 UTC,,,,2020-01-30,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,"Walmart 2648 - San Leandro, CA",1919 Davis Street,,San Leandro,CA,94577,,833-632-2778,E,,Public,24 hours daily,,,,,,1,3,,Electrify America,https://www.electrifyamerica.com/,GPS,37.715282,-122.177825,2021-08-04,153166,2021-08-04 01:16:24 UTC,,,,2020-01-30,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Lawrence Oakmead Shopping Center,540-548 Lawrence Expressway,,Sunnyvale,CA,94085,,833-632-2778,E,,Public,24 hours daily,,,,,,1,3,,Electrify America,https://www.electrifyamerica.com/,GPS,37.384509,-121.9954,2021-08-04,153167,2021-08-04 01:16:24 UTC,,,,2020-01-30,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,3000 W Slauson Ave,3000 W Slauson Ave,,Los Angeles,CA,90043,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,33.98897521,-118.3257446,2021-08-04,153168,2021-08-04 01:25:30 UTC,,,,2020-01-30,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,8309 Louise Ave,8309 Louise Ave,,Los Angeles,CA,91325,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.22147493,-118.5099842,2021-08-04,153169,2021-08-04 01:25:30 UTC,,,,2020-01-30,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,1033 W Pacific Coast Hwy,1033 W Pacific Coast Hwy,,Los Angeles,CA,90744,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,33.79057232,-118.2762064,2021-08-04,153170,2021-08-04 01:25:30 UTC,,,,2020-01-30,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,10567 Mason Ave,10567 Mason Ave,,Los Angeles,CA,91311,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.26190475,-118.5797251,2021-08-04,153171,2021-08-04 01:25:30 UTC,,,,2020-01-30,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,10455 W Magnolia Blvd,10455 W Magnolia Blvd,,Los Angeles,CA,91601,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.16498698,-118.3588064,2021-08-04,153172,2021-08-04 01:25:30 UTC,,,,2020-01-30,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,11320 Laurel Canyon Blvd,11320 Laurel Canyon Blvd,,Los Angeles,CA,91340,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.27554681,-118.4498133,2021-08-04,153173,2021-08-04 01:25:30 UTC,,,,2020-01-30,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,IRVINE  CO  OFC BTP 6CROMWELL 1,6 Cromwell,,Irvine,CA,92618,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.653119,-117.706164,2021-08-04,153178,2021-08-04 00:28:49 UTC,,,,2020-01-31,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,IRVINE  CO  OFC UCIRP 111ACAD 1,111 Academy Dr,,Irvine,CA,92617,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.648052,-117.85458,2021-08-04,153179,2021-08-04 00:28:49 UTC,,,,2020-01-31,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,BOA Santa Teresa-Bernal CA3-169,155 Bernal Rd.,,San Jose,CA,95119,,833-632-2778,E,,Public,24 hours daily,,,,,,,3,,Electrify America,https://www.electrifyamerica.com/,GPS,37.228593,-121.776138,2021-08-04,153205,2021-08-04 01:16:24 UTC,,,,2020-01-31,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,21900 Plummer St,21900 Plummer St,,Los Angeles,CA,91311,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.24260712,-118.6043621,2021-08-04,153209,2021-08-04 01:25:30 UTC,,,,2020-01-31,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,THE QUAD@TASMAN QUAD STATION 4,3032 Bunker Hill Ln,,Santa Clara,CA,95054,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.40528,-121.981951,2021-08-04,153225,2021-08-04 00:28:49 UTC,,,,2020-02-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,1936 N DALY ST,1936 N DALY ST,,Los Angeles,CA,90031,,855-900-7584,E,,Public,24 hours daily,,,,,,1,,,Greenlots,http://greenlots.com/,GPS,34.066563,-118.215371,2021-08-04,153236,2021-08-04 01:14:13 UTC,,,,2020-02-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,3925 W ADAMS BLVD,3925 W ADAMS BLVD,,Los Angeles,CA,90018,,855-900-7584,E,,Public,24 hours daily,,,,,,1,,,Greenlots,http://greenlots.com/,GPS,34.032711,-118.327493,2021-08-04,153237,2021-08-04 01:14:13 UTC,,,,2020-02-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,10149 S CENTRAL AVE,10149 S CENTRAL AVE,,Los Angeles,CA,90002,,855-900-7584,E,,Public,24 hours daily,,,,,,1,,,Greenlots,http://greenlots.com/,GPS,33.94452,-118.254219,2021-08-04,153238,2021-08-04 01:14:13 UTC,,,,2020-02-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,BOA Castro Valley CA4-121,3067 Castro Valley Blvd.,,Castro Valley,CA,94546,,833-632-2778,E,,Public,24 hours daily,,,,,,1,3,,Electrify America,https://www.electrifyamerica.com/,GPS,37.694788,-122.081561,2021-08-04,153240,2021-08-04 01:16:24 UTC,,,,2020-02-01,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
